候選人,推薦政黨,當選註記,序號,交易日期,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P
鄭天財,中國國民黨,*,1,105/01/15,營利事業捐贈收入,70471881,寒舍餐旅管理顧問股份有限公司,300000,,是,臺北市中正區,170
鄭天財,中國國民黨,*,2,105/01/14,營利事業捐贈收入,70546139,九鼎資產管理股份有限公司,30000,,是,高雄市前金區,170
鄭天財,中國國民黨,*,3,105/01/11,營利事業捐贈收入,80559132,紘煜股份有限公司,50000,,是,花蓮縣花蓮巿,170
鄭天財,中國國民黨,*,4,105/01/11,營利事業捐贈收入,80559132,紘煜股份有限公司,150000,,是,花蓮縣花蓮巿,170
鄭天財,中國國民黨,*,5,105/01/05,營利事業捐贈收入,54556716,青普建設股份有限公司,50000,,是,臺南市北區公,170
鄭天財,中國國民黨,*,6,105/01/02,營利事業捐贈收入,16800041,東穎通運有限公司,3000,,是,花蓮縣吉安鄉,170
鄭天財,中國國民黨,*,7,105/01/02,營利事業捐贈收入,53340871,皇輝科技股份有限公司,500000,,是,臺北市內湖區,170
鄭天財,中國國民黨,*,8,104/12/31,營利事業捐贈收入,97170064,中工機械股份有限公司,100000,,是,高雄市苓雅區,170
鄭天財,中國國民黨,*,9,104/12/23,營利事業捐贈收入,28701480,寒舍食譜股份有限公司,250000,,是,臺北市信義區,170
鄭天財,中國國民黨,*,10,104/12/20,營利事業捐贈收入,94175208,花蓮汽車客運股份有限公司,100000,,是,花蓮縣花蓮巿,170
鄭天財,中國國民黨,*,11,104/12/16,營利事業捐贈收入,94175208,花蓮汽車客運股份有限公司,100000,,是,花蓮縣花蓮巿,170
鄭天財,中國國民黨,*,12,104/12/14,營利事業捐贈收入,84272069,聖威光電科技發展股份有限公司,100000,,是,新北市中和區,170
鄭天財,中國國民黨,*,13,104/12/12,營利事業捐贈收入,94175208,花蓮汽車客運股份有限公司,100000,,是,花蓮縣花蓮巿,170
鄭天財,中國國民黨,*,14,104/12/11,營利事業捐贈收入,84272069,聖威光電科技發展股份有限公司,100000,,是,新北市中和區,170
鄭天財,中國國民黨,*,15,104/11/26,營利事業捐贈收入,16699066,齊昱營造有限公司,100000,,是,花蓮縣花蓮巿,170
葉宜津,民主進步黨,*,1,105/01/15,營利事業捐贈收入,23482514,鴻鼎企業有限公司,100000,,是,彰化縣秀水鄉,171
葉宜津,民主進步黨,*,2,105/01/13,營利事業捐贈收入,27446080,駿昌投資股份有限公司,100000,,是,彰化縣福興鄉,171
葉宜津,民主進步黨,*,3,105/01/08,營利事業捐贈收入,12870191,達仲科技有限公司,100000,,是,新北市三重區,171
葉宜津,民主進步黨,*,4,105/01/06,營利事業捐贈收入,12353062,年冠實業股份有限公司,100000,,是,臺南市新營工,171
葉宜津,民主進步黨,*,5,105/01/06,營利事業捐贈收入,12353062,年冠實業股份有限公司,100000,,是,臺南市新營工,171
葉宜津,民主進步黨,*,6,104/12/31,營利事業捐贈收入,94781149,亞利通運股份有限公司,1000000,,是,花蓮縣新城鄉,171
葉宜津,民主進步黨,*,7,104/12/31,營利事業捐贈收入,03522600,遠東新世紀股份有限公司,1000000,,是,臺北市大安區,171
葉宜津,民主進步黨,*,8,104/12/30,營利事業捐贈收入,68326665,東陽實業廠股份有限公司,100000,,是,臺南市安南區,171
葉宜津,民主進步黨,*,9,104/12/28,營利事業捐贈收入,84511028,光立環保有限公司,20000,,是,臺南市新營區,171
葉宜津,民主進步黨,*,10,104/12/25,營利事業捐贈收入,70401014,添旺股份有限公司,1000000,,是,高雄市前鎮區,171
葉宜津,民主進步黨,*,11,104/12/25,營利事業捐贈收入,16406379,家登精密工業股份有限公司,100000,,是,新北市土城區,171
葉宜津,民主進步黨,*,12,104/12/22,營利事業捐贈收入,43787872,光洋應用材料科技股份有限公司,100000,,是,臺南市安南區,171
葉宜津,民主進步黨,*,13,104/12/22,營利事業捐贈收入,67912189,上正汽車修配廠,30000,,是,臺南市麻豆區,171
葉宜津,民主進步黨,*,14,104/12/22,營利事業捐贈收入,23561073,壯安股份有限公司,30000,,是,臺南市後壁區,171
葉宜津,民主進步黨,*,15,104/12/18,營利事業捐贈收入,22239597,佳承精工股份有限公司,200000,,是,彰化縣彰化市,171
葉宜津,民主進步黨,*,16,104/12/16,營利事業捐贈收入,72104709,信立化學工業股份有限公司,200000,,是,臺南市學甲區,171
葉宜津,民主進步黨,*,17,104/12/10,營利事業捐贈收入,16716121,照順投資股份有限公司,8000,,是,臺南市中西區,171
葉宜津,民主進步黨,*,18,104/12/09,營利事業捐贈收入,16423201,安慶營造股份有限公司,100000,,是,臺北市中山區,171
葉宜津,民主進步黨,*,19,104/12/08,營利事業捐贈收入,27506191,國瑋開發股份有限公司,100000,,是,新北市林口區,171
葉宜津,民主進步黨,*,20,104/12/02,營利事業捐贈收入,84647989,宗鉦企業股份有限公司,100000,,是,臺南市關廟區,171
葉宜津,民主進步黨,*,21,104/12/02,營利事業捐贈收入,23670889,美藍雷股份有限公司,300000,,是,臺南市永康區,171
葉宜津,民主進步黨,*,22,104/11/30,營利事業捐贈收入,16243398,寰美科技股份有限公司,50000,,是,新北市中和區,171
葉宜津,民主進步黨,*,23,104/11/27,營利事業捐贈收入,28059446,手信坊有限公司,100000,,是,桃園市龍潭區,171
葉宜津,民主進步黨,*,24,104/11/25,營利事業捐贈收入,85086859,天良生物科技企業股份有限公司,50000,,是,新北市汐止區,171
葉宜津,民主進步黨,*,25,104/11/25,營利事業捐贈收入,73686632,得力實業股份有限公司,300000,,是,臺南市新市區,171
葉宜津,民主進步黨,*,26,104/11/23,營利事業捐贈收入,43131208,利晉工程股份有限公司,200000,,是,桃園市桃園區,171
葉宜津,民主進步黨,*,27,104/11/17,營利事業捐贈收入,28089791,泓泰環保科技股份有限公司,60000,,是,桃園市觀音區,171
葉宜津,民主進步黨,*,28,104/11/16,營利事業捐贈收入,53561249,捷仁股份有限公司,200000,,是,新北市八里區,171
葉宜津,民主進步黨,*,29,104/11/16,營利事業捐贈收入,16776387,全球華人股份有限公司,100000,,是,臺北市松山區,171
葉宜津,民主進步黨,*,30,104/11/16,營利事業捐贈收入,54290505,立信科技工程有限公司,100000,,是,臺北市中正區,171
葉宜津,民主進步黨,*,31,104/11/10,營利事業捐贈收入,84317489,喬成工程有限公司,500000,,是,高雄市燕巢區,171
葉宜津,民主進步黨,*,32,104/10/20,營利事業捐贈收入,69718318,崎貿實業股份有限公司,100000,,是,臺南市山上區,171
葉宜津,民主進步黨,*,33,104/09/24,營利事業捐贈收入,28470880,君臨科技股份有限公司,200000,,是,新北市永和區,171
葉宜津,民主進步黨,*,34,104/09/24,營利事業捐贈收入,28387449,中鹿汽車客運股份有限公司,200000,,是,臺中市西屯區,171
葉宜津,民主進步黨,*,35,104/09/09,營利事業捐贈收入,89379940,昱緯通信器材企業有限公司,50000,,是,臺南市永康區,171
葉宜津,民主進步黨,*,36,104/08/27,營利事業捐贈收入,89979276,祐霖印刷實業有限公司,50000,,是,臺南市六甲區,171
葉宜津,民主進步黨,*,37,104/08/26,營利事業捐贈收入,24884369,寶螢食品有限公司,50000,,是,彰化縣彰化市,171
葉宜津,民主進步黨,*,38,104/08/18,營利事業捐贈收入,72214516,昆進汽車貨運有限公司,50000,,是,臺南市新營區,171
葉宜津,民主進步黨,*,39,104/08/18,營利事業捐贈收入,86395501,應誠窗簾股份有限公司,100000,,是,臺南市善化區,171
洪宗熠,民主進步黨,*,1,105/01/13,營利事業捐贈收入,80121456,茂峰捲門五金有限公司,36000,,是,彰化縣埔心鄉,172
洪宗熠,民主進步黨,*,2,105/01/05,營利事業捐贈收入,23751545,岱宇國際股份有限公司,200000,,是,彰化縣和美鎮,172
洪宗熠,民主進步黨,*,3,104/12/31,營利事業捐贈收入,22083855,加保保麗龍股份有限公司,100000,,是,彰化縣花壇鄉,172
洪宗熠,民主進步黨,*,4,104/12/31,營利事業捐贈收入,59697617,陸友纖維工業股份有限公司,10000,,是,彰化縣社頭鄉,172
洪宗熠,民主進步黨,*,5,104/12/31,營利事業捐贈收入,53940100,富益國際事業有限公司,10000,,是,臺北市中山區,172
洪宗熠,民主進步黨,*,6,104/12/25,營利事業捐贈收入,59119525,三花工業社,150000,,是,彰化縣北斗鎮,172
洪宗熠,民主進步黨,*,7,104/12/24,營利事業捐贈收入,12994432,釩泓電鍍股份有限公司,50000,,是,彰化縣花壇鄉,172
洪宗熠,民主進步黨,*,8,104/12/24,營利事業捐贈收入,24340275,慶益開發股份有限公司,200000,,是,臺北市中山區,172
洪宗熠,民主進步黨,*,9,104/12/16,營利事業捐贈收入,59834725,精光砂輪工業股份有限公司,5000,,是,彰化縣埔鹽鄉,172
洪宗熠,民主進步黨,*,10,104/12/16,營利事業捐贈收入,59146311,彰太織造股份有限公司,30000,,是,彰化縣二林鎮,172
洪宗熠,民主進步黨,*,11,104/12/13,營利事業捐贈收入,53307802,進豪企業有限公司,20000,,是,彰化縣溪湖鎮,172
洪宗熠,民主進步黨,*,12,104/12/08,營利事業捐贈收入,12753150,育橋文教事業股份有限公司,100000,,是,新北市新店區,172
洪宗熠,民主進步黨,*,13,104/12/08,營利事業捐贈收入,24624012,大俠航太科技有限公司,10000,,是,彰化縣二林鎮,172
洪宗熠,民主進步黨,*,14,104/12/07,營利事業捐贈收入,89605262,台灣仁本生命科技股份有限公司,100000,,是,臺北市文山區,172
洪宗熠,民主進步黨,*,15,104/12/07,營利事業捐贈收入,22399355,志河水電工程有限公司,10000,,是,彰化縣北斗鎮,172
洪宗熠,民主進步黨,*,16,104/12/03,營利事業捐贈收入,22682036,嘉昇機電工業股份有限公司,100000,,是,彰化縣埔鹽鄉,172
洪宗熠,民主進步黨,*,17,104/12/02,營利事業捐贈收入,86192816,金鴻興企業股份有限公司,50000,,是,彰化縣二林鎮,172
洪宗熠,民主進步黨,*,18,104/11/30,營利事業捐贈收入,23751545,岱宇國際股份有限公司,200000,,是,彰化縣和美鎮,172
洪宗熠,民主進步黨,*,19,104/11/28,營利事業捐贈收入,24581793,禾霖開發建設有限公司,10000,,是,臺中市北區進,172
洪宗熠,民主進步黨,*,20,104/11/28,營利事業捐贈收入,52904669,瑩欣工業有限公司,10000,,是,臺中市西區大,172
洪宗熠,民主進步黨,*,21,104/11/28,營利事業捐贈收入,54596153,中鑫開發實業有限公司,20000,,是,臺中市南屯區,172
洪宗熠,民主進步黨,*,22,104/11/28,營利事業捐贈收入,54255486,圓城資產管理有限公司,50000,,是,臺中市北區陝,172
洪宗熠,民主進步黨,*,23,104/11/28,營利事業捐贈收入,28519027,大晟資產管理顧問有限公司,100000,,是,臺中市西屯區,172
洪宗熠,民主進步黨,*,24,104/11/24,營利事業捐贈收入,98823731,華新塑膠企業社,60000,,是,彰化縣埔鹽鄉,172
洪宗熠,民主進步黨,*,25,104/11/10,營利事業捐贈收入,86431648,宜真有限公司,5000,,是,彰化縣埤頭鄉,172
洪宗熠,民主進步黨,*,26,104/11/08,營利事業捐贈收入,18770509,東隆興業股份有限公司,200000,,是,新北市板橋區,172
洪宗熠,民主進步黨,*,27,104/11/07,營利事業捐贈收入,86788668,展用預拌混凝土股份有限公司,100000,,是,彰化縣芳苑鄉,172
洪宗熠,民主進步黨,*,28,104/11/05,營利事業捐贈收入,53854391,詠安運動科技股份有限公司,200000,,是,彰化縣仲港鄉,172
洪宗熠,民主進步黨,*,29,104/10/12,營利事業捐贈收入,27787404,三信不動產有限公司,200000,,是,彰化縣溪湖鎮,172
洪宗熠,民主進步黨,*,30,104/10/06,營利事業捐贈收入,59314267,美傢家具股份有限公司,60000,,是,彰化縣芳苑鄉,172
洪宗熠,民主進步黨,*,31,104/10/05,營利事業捐贈收入,23751545,岱宇國際股份有限公司,100000,,是,彰化縣和美鎮,172
洪宗熠,民主進步黨,*,32,104/10/03,營利事業捐贈收入,12830635,今元肉品股份有限公司,50000,,是,彰化縣二林鎮,172
洪宗熠,民主進步黨,*,33,104/10/03,營利事業捐贈收入,12830635,今元肉品股份有限公司,50000,,是,彰化縣二林鎮,172
洪宗熠,民主進步黨,*,34,104/10/03,營利事業捐贈收入,80638018,詠勝建設有限公司,50000,,是,彰化縣溪湖鎮,172
洪宗熠,民主進步黨,*,35,104/10/03,營利事業捐贈收入,80585173,勝鴻工業有限公司,50000,,是,彰化縣田中鎮,172
洪宗熠,民主進步黨,*,36,104/09/30,營利事業捐贈收入,54816656,富吉廣實業股份有限公司,50000,,是,彰化縣埤頭鄉,172
洪宗熠,民主進步黨,*,37,104/09/30,營利事業捐贈收入,38925538,興吉企業社,50000,,是,彰化縣竹塘鄉,172
洪宗熠,民主進步黨,*,58,104/09/30,營利事業捐贈收入,54728176,漢為科技工程有限公司,50000,,是,彰化縣田尾鄉,172
洪宗熠,民主進步黨,*,39,104/09/30,營利事業捐贈收入,70681583,達洲橡膠工業有限公司,50000,,是,彰化縣竹塘鄉,172
洪宗熠,民主進步黨,*,40,104/08/31,營利事業捐贈收入,80570657,國際引藻生物科技股份有限公司,200000,,是,彰化縣二林鎮,172
洪宗熠,民主進步黨,*,41,104/08/27,營利事業捐贈收入,89950854,華泓國際運輸股份有限公司,50000,,是,臺北市中山區,173
洪宗熠,民主進步黨,*,42,104/08/10,營利事業捐贈收入,86806053,宏恩塑膠股份有限公司,200000,,是,彰化縣芳苑鄉,173
洪宗熠,民主進步黨,*,43,104/07/07,營利事業捐贈收入,86372943,鉅揚工業股份有限公司,200000,,是,彰化縣芳苑鄉,173
洪宗熠,民主進步黨,*,44,104/07/07,營利事業捐贈收入,80522023,華和資產管理股份有限公司,100000,,是,臺北市信義區,173
潘懷宗,新黨,,1,104/12/31,營利事業捐贈收入,18916906,順天堂藥廠股份有限公司,20000,,是,新北市新店區,174
潘懷宗,新黨,,2,104/12/25,營利事業捐贈收入,22265497,皇家可口股份有限公司,200000,,是,臺北市中正區,174
潘懷宗,新黨,,3,104/12/23,營利事業捐贈收入,23415017,泰聯投資股份有限公司,200000,,是,臺北市中山區,174
潘懷宗,新黨,,4,104/12/21,營利事業捐贈收入,86329242,敏孚機器工業股份有限公司,30000,,是,臺北市大同區,174
潘懷宗,新黨,,5,104/12/14,營利事業捐贈收入,03489200,裕隆汽車製造股份有限公司,1000000,,是,苗栗縣三義鄉,174
潘懷宗,新黨,,6,104/12/04,營利事業捐贈收入,29705246,陽明山瓦斯股份有限公司,300000,,是,臺北市北投區,174
潘懷宗,新黨,,7,104/11/27,營利事業捐贈收入,11059409,大華建設股份有限公司,200000,,是,臺北市內湖區,174
潘懷宗,新黨,,8,104/11/18,營利事業捐贈收入,12545506,匯弘投資股份有限公司,1000000,,是,臺北市中山區,174
潘懷宗,新黨,,9,104/11/16,營利事業捐贈收入,07305506,南僑化學工業股份有限公司,193200,,否,臺北市大同區,174
潘懷宗,新黨,,10,104/11/14,營利事業捐贈收入,86329242,敏孚機器工業股份有限公司,30000,,是,臺北市大同區,174
潘懷宗,新黨,,11,104/10/30,營利事業捐贈收入,11384708,長春人造樹脂廠股份有限公司,100000,,是,臺北市中山區,174
李志鏞,中國國民黨,,1,104/12/31,營利事業捐贈收入,40601444,東連工業股份有限公司,50000,,是,宜蘭縣五結鄉,175
李志鏞,中國國民黨,,2,104/12/28,營利事業捐贈收入,42036613,地健企業股份有限公司,100000,,是,宜蘭縣冬山鄉,175
李志鏞,中國國民黨,,3,104/12/25,營利事業捐贈收入,86345854,瑞鈦實業有限公司,60000,,是,宜蘭縣五結鄉,175
李志鏞,中國國民黨,,4,104/12/23,營利事業捐贈收入,43131208,利晉工程股份有限公司,120000,,是,桃園市桃園區,175
李志鏞,中國國民黨,,5,104/12/22,營利事業捐贈收入,86690644,力麒建設股份有限公司,300000,,是,臺北市中山區,175
李志鏞,中國國民黨,,6,104/12/16,營利事業捐贈收入,23874434,遠東鈦金科技股份有限公司,300000,,是,宜蘭縣冬山鄉,175
李志鏞,中國國民黨,,7,104/12/10,營利事業捐贈收入,12632348,好事達股份有限公司,100000,,是,宜蘭縣蘇澳鎮,175
李志鏞,中國國民黨,,8,104/12/09,營利事業捐贈收入,27532769,富立登企業管理顧問股份有限公司,50000,,是,臺北市中山區,175
李志鏞,中國國民黨,,9,104/11/23,營利事業捐贈收入,04259944,富業營造有限公司,100000,,是,臺北市大安區,175
李志鏞,中國國民黨,,10,104/11/05,營利事業捐贈收入,22818548,蘭揚汽車股份有限公司,30000,,是,宜蘭縣五結鄉,175
李志鏞,中國國民黨,,11,104/10/28,營利事業捐贈收入,23786143,仲晉企業有限公司,100000,,是,新竹市福德街,175
李志鏞,中國國民黨,,12,104/10/28,營利事業捐贈收入,84362548,仲棠工程股份有限公司,100000,,是,新竹市林森路,175
李志鏞,中國國民黨,,13,104/10/27,營利事業捐贈收入,84984882,至民實業股份有限公司,30000,,是,宜蘭縣五結鄉,175
李志鏞,中國國民黨,,14,104/10/27,營利事業捐贈收入,59118103,華林營造股份有限公司,30000,,是,臺北市松山區,175
李志鏞,中國國民黨,,15,104/10/27,營利事業捐贈收入,80646565,得利通通信工程有限公司,30000,,是,宜蘭縣羅東鎮,175
李志鏞,中國國民黨,,16,104/10/27,營利事業捐贈收入,16668818,晌暘企業有限公司,90000,,是,宜蘭縣礁溪鄉,175
李志鏞,中國國民黨,,17,104/10/27,營利事業捐贈收入,27283620,裕賓汽車股份有限公司,180000,,是,宜蘭縣五結鄉,175
李志鏞,中國國民黨,,18,104/10/27,營利事業捐贈收入,40597700,喬洲開發股份有限公司,60000,,是,宜蘭縣三星鄉,175
李志鏞,中國國民黨,,19,104/10/27,營利事業捐贈收入,12886187,佰滙鋼鐵有限公司,90000,,是,宜蘭縣員山鄉,175
李志鏞,中國國民黨,,20,104/10/26,營利事業捐贈收入,27399690,億邦開發有限公司,60000,,是,宜蘭縣羅東鎮,175
李志鏞,中國國民黨,,21,104/10/26,營利事業捐贈收入,54772411,三本食品有限公司,60000,,是,宜蘭縣蘇澳鎮,175
李志鏞,中國國民黨,,22,104/10/25,營利事業捐贈收入,31494443,宏銘棚架舞台企業,60000,,是,宜蘭縣礁溪鄉,175
李志鏞,中國國民黨,,23,104/10/14,營利事業捐贈收入,16280739,廣進加油站有限公司,160000,,是,宜蘭縣三星鄉,175
李志鏞,中國國民黨,,24,104/10/02,營利事業捐贈收入,53958993,三曜國際股份有限公司,100000,,是,臺北市中山區,175
李志鏞,中國國民黨,,25,104/09/30,營利事業捐贈收入,89496911,博聯資訊有限公司,200000,,是,宜蘭縣羅東鎮,175
李志鏞,中國國民黨,,26,104/09/17,營利事業捐贈收入,12131180,樹盛營造股份有限公司,200000,,是,臺北市文山區,175
李志鏞,中國國民黨,,27,104/09/17,營利事業捐贈收入,40969820,欣達勳企業社,10000,,是,宜蘭縣員山鄉,175
李志鏞,中國國民黨,,28,104/09/17,營利事業捐贈收入,25010461,超大工程有限公司,10000,,是,宜蘭縣頭城鎮,175
李志鏞,中國國民黨,,29,104/09/17,營利事業捐贈收入,28097624,高陞鷹架股份有限公司,10000,,是,宜蘭縣冬山鄉,175
李志鏞,中國國民黨,,30,104/09/17,營利事業捐贈收入,23966975,中區科技工程股份有限公司,20000,,是,臺中市北屯區,175
林淑芬,民主進步黨,*,1,104/12/23,營利事業捐贈收入,23414811,泰群投資股份有限公司,500000,,是,臺北市松山區,176
林淑芬,民主進步黨,*,2,104/12/17,營利事業捐贈收入,29155431,遠瑩建設有限公司,200000,,是,新北市中和區,176
林淑芬,民主進步黨,*,3,104/12/16,營利事業捐贈收入,04921056,全坤建設開發股份有限公司,300000,,是,臺北市內湖區,176
林淑芬,民主進步黨,*,4,104/12/14,營利事業捐贈收入,89938780,金都精緻溫泉飯店股份有限公司,100000,,是,臺北市北投區,176
林淑芬,民主進步黨,*,5,104/12/08,營利事業捐贈收入,15877936,捷流閥業股份有限公司,500000,,是,新北市土城區,176
林淑芬,民主進步黨,*,6,104/11/29,營利事業捐贈收入,29149467,北港龍門食品有限公司,60000,,是,新北市三重區,176
林淑芬,民主進步黨,*,7,104/11/18,營利事業捐贈收入,35855191,千勝鋼鐵有限公司,20000,,是,新北市林口區,176
林淑芬,民主進步黨,*,8,104/11/13,營利事業捐贈收入,27425894,弘鎮企業股份有限公司,20000,,是,新北市五股區,176
林淑芬,民主進步黨,*,9,104/11/13,營利事業捐贈收入,70700300,力太通運股份有限公司,10000,,是,臺北市大同區,176
林淑芬,民主進步黨,*,10,104/11/13,營利事業捐贈收入,23014863,可尼卡實業股份有限公司,10000,,是,臺北市大同區,176
林淑芬,民主進步黨,*,11,104/11/13,營利事業捐贈收入,24728332,力琨企業有限公司,10000,,是,新北市泰山區,176
林淑芬,民主進步黨,*,12,104/11/13,營利事業捐贈收入,23519738,鈊象電子股份有限公司,20000,,是,新北市五股區,176
林淑芬,民主進步黨,*,13,104/11/13,營利事業捐贈收入,83824509,進渭工程行,20000,,是,新北市三重區,176
林淑芬,民主進步黨,*,14,104/11/13,營利事業捐贈收入,84501979,和盟工程有限公司,10000,,是,新北市三重區,176
林淑芬,民主進步黨,*,15,104/11/13,營利事業捐贈收入,29164184,久鼎鋁業有限公司,10000,,是,新北市淡水區,176
林淑芬,民主進步黨,*,16,104/11/13,營利事業捐贈收入,44945977,三義鋼鐵股份有限公司,10000,,是,新北市八里區,176
林淑芬,民主進步黨,*,17,104/11/13,營利事業捐贈收入,29159112,麗揚開發股份有限公司,30000,,是,新北市五股區,176
林淑芬,民主進步黨,*,18,104/11/10,營利事業捐贈收入,23848540,濟宏企業有限公司,10000,,是,新北市五股區,176
林淑芬,民主進步黨,*,19,104/10/23,營利事業捐贈收入,24696514,根本投資股份有限公司,70000,,是,新北市三重區,176
林淑芬,民主進步黨,*,20,104/10/20,營利事業捐贈收入,80290332,巴斯威爾股份有限公司,100000,,是,桃園巿蘆竹區,176
林淑芬,民主進步黨,*,21,104/09/24,營利事業捐贈收入,12178831,佳普股份有限公司,200000,,是,臺北市大安區,176
林淑芬,民主進步黨,*,22,104/09/18,營利事業捐贈收入,37098407,淡水第一信用合作社,300000,,是,新北市淡水區,176
林淑芬,民主進步黨,*,23,104/08/13,營利事業捐贈收入,80290332,巴斯威爾股份有限公司,100000,,是,桃園巿蘆竹區,176
黃秀芳,民主進步黨,*,1,105/01/11,營利事業捐贈收入,58810302,有限責任彰化第一信用合作社,200000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,2,105/01/08,營利事業捐贈收入,97022135,喜盈服裝有限公司,100000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,3,105/01/07,營利事業捐贈收入,97022135,喜盈服裝有限公司,100000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,4,105/01/06,營利事業捐贈收入,97022135,喜盈服裝有限公司,100000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,5,105/01/05,營利事業捐贈收入,97022135,喜盈服裝有限公司,100000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,6,105/01/04,營利事業捐贈收入,97022135,喜盈服裝有限公司,100000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,7,104/12/31,營利事業捐贈收入,27446080,駿昌投資股份有限公司,100000,,是,彰化縣福興鄉,177
黃秀芳,民主進步黨,*,8,104/12/31,營利事業捐贈收入,28551763,金華順股份有限公司,20000,,是,彰化縣秀水鄉,177
黃秀芳,民主進步黨,*,9,104/12/31,營利事業捐贈收入,53511662,首裕建設有限公司,100000,,是,彰化縣花壇鄉,177
黃秀芳,民主進步黨,*,10,104/12/31,營利事業捐贈收入,12742555,軒暘國際股份有限公司,36000,,是,臺中市西屯區,177
黃秀芳,民主進步黨,*,11,104/12/31,營利事業捐贈收入,53611347,輝寶建設有限公司,50000,,是,彰化縣秀水鄉,177
黃秀芳,民主進步黨,*,12,104/12/31,營利事業捐贈收入,54902499,和固營造有限公司,50000,,是,臺中市潭子區,177
黃秀芳,民主進步黨,*,13,104/12/31,營利事業捐贈收入,59241103,秀水工業有限公司,50000,,是,彰化縣花壇鄉,177
黃秀芳,民主進步黨,*,14,104/12/31,營利事業捐贈收入,28543238,禾太建設開發有限公司,50000,,是,彰化縣秀水鄉,177
黃秀芳,民主進步黨,*,15,104/12/31,營利事業捐贈收入,53982895,威綺服飾有限公司,60000,,是,宜蘭縣羅東鎮,177
黃秀芳,民主進步黨,*,16,104/12/31,營利事業捐贈收入,54062919,奇穎服飾有限公司,50000,,是,臺南市東區崇,177
黃秀芳,民主進步黨,*,17,104/12/31,營利事業捐贈收入,53984227,保綺服飾有限公司,90000,,是,苗栗縣頭份鎮,177
黃秀芳,民主進步黨,*,18,104/12/31,營利事業捐贈收入,53984198,保福服飾有限公司,80000,,是,南投縣南投市,177
黃秀芳,民主進步黨,*,19,104/12/31,營利事業捐贈收入,53977611,保誠服飾有限公司,20000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,20,104/12/31,營利事業捐贈收入,53940100,富益國際事業有限公司,10000,,是,臺北市中山區,177
黃秀芳,民主進步黨,*,21,104/12/30,營利事業捐贈收入,59318496,聯發塑膠加工廠,3000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,22,104/12/30,營利事業捐贈收入,45789798,友鵬工業社,7000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,23,104/12/30,營利事業捐贈收入,27446080,駿昌投資股份有限公司,100000,,是,彰化縣福興鄉,177
黃秀芳,民主進步黨,*,24,104/12/30,營利事業捐贈收入,89516515,關懷廣播股份有限公司,30000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,25,104/12/30,營利事業捐贈收入,12709824,進羿企業股份有限公司,20000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,26,104/12/30,營利事業捐贈收入,58003997,弘裕企業股份有限公司,100000,,是,彰化縣伸港鄉,177
黃秀芳,民主進步黨,*,27,104/12/30,營利事業捐贈收入,22083855,加保保麗龍股份有限公司,200000,,是,彰化縣花壇鄉,177
黃秀芳,民主進步黨,*,28,104/12/29,營利事業捐贈收入,27446080,駿昌投資股份有限公司,100000,,是,彰化縣福興鄉,177
黃秀芳,民主進步黨,*,29,104/12/29,營利事業捐贈收入,42604761,尚弘生物科技有限公司,50000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,30,104/12/29,營利事業捐贈收入,05839152,明係事業股份有限公司,10000,,是,彰化縣芬園鄉,177
黃秀芳,民主進步黨,*,31,104/12/29,營利事業捐贈收入,58608715,彰化旅行社股份有限公司,50000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,32,104/12/28,營利事業捐贈收入,27446080,駿昌投資股份有限公司,100000,,是,彰化縣福興鄉,177
黃秀芳,民主進步黨,*,33,104/12/23,營利事業捐贈收入,97422884,紀力實業有限公司,20000,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,34,104/12/23,營利事業捐贈收入,12994432,釩泓電鍍股份有限公司,50000,,是,彰化縣花壇鄉,177
黃秀芳,民主進步黨,*,35,104/12/22,營利事業捐贈收入,59359904,華伸橡膠興業股份有限公司,5000,,是,彰化縣花壇鄉,177
黃秀芳,民主進步黨,*,36,104/12/17,營利事業捐贈收入,59314512,欣彰工業股份有限公司,100000,,是,彰化縣花壇鄉,177
黃秀芳,民主進步黨,*,37,104/12/15,營利事業捐贈收入,80467289,八豐盟有限公司,21000,,是,臺中市南區大,177
黃秀芳,民主進步黨,*,38,104/12/11,營利事業捐贈收入,80281299,呈定企業有限公司,100000,,是,臺北市信義區,177
黃秀芳,民主進步黨,*,39,104/12/10,營利事業捐贈收入,53855379,名象企業有限公司,35310,,是,彰化縣彰化市,177
黃秀芳,民主進步黨,*,40,104/12/10,營利事業捐贈收入,89605262,台灣仁本生命科技股份有限公司,100000,,是,彰化縣彰化市,177
